,OriginalTweet,Sentiment,text_clean,text_len,token_lens
2456,Much of the alcohol in my local supermarket is also now gone. Along with the meat. Which leads me to think that the British public is planning to combat #Covid_19 by having BBQs and getting pissed in their garden. #CoronaOutbreak,Extremely Negative,much of the alcohol in my local supermarket is also now gone along with the meat which leads me to think that the british public is planning to combat covid19 by having bbqs and getting pissed in their garden coronaoutbreak,40,48
2457,"Our chief economist @Alex_Carrick says the #coronavirus is wreaking havoc on Canadas economy, particularly its energy sector. https://t.co/6y1SS7r5nK #COVID19",Negative,our chief economist says the coronavirus is wreaking havoc on canadas economy particularly its energy sector covid19,17,25
2458,I cannot decide if I am the smartest person in the grocery store or the dumbest. #panicshoppers #Covid_19,Positive,i cannot decide if i am the smartest person in the grocery store or the dumbest panicshoppers covid19,18,27
2459,Anyone else just chillin while everyone is panic buying cuz of the virus? I went to HEB earlier to get some laundry detergent and the whole place was PACKED. I felt so out of place just holding a bottle of soap while everyone else had carts full of food. #Covid_19 #chill,Negative,anyone else just chillin while everyone is panic buying cuz of the virus i went to heb earlier to get some laundry detergent and the whole place was packed i felt so out of place just holding a bottle of soap while everyone else had carts full of food covid19 chill,51,59
2460,"My thoughts right now: 

I keep hearing about people who think its a good idea to take advantage of low airplane ticket prices caused by #Covid_19 to travel the world right now......and at the risk of sounding preachy, I have to reiterate this quote from @JustinTrudeau",Positive,my thoughts right now i keep hearing about people who think its a good idea to take advantage of low airplane ticket prices caused by covid19 to travel the world right nowand at the risk of sounding preachy i have to reiterate this quote from,45,53
2461,"In the #Netherlands, amid the #Covid_19 panic, people are wiping the supermarket shelves clean. But out of everything, the Dutch are really after toilet paper????
Toilet paper is the new Twitter celebrity
#toiletpapier 
#coronavirusNederland 
#CoronaOutbreak 
#ToiletPaperApocalypse https://t.co/0YjjuzKxqi",Negative,in the netherlands amid the covid19 panic people are wiping the supermarket shelves clean but out of everything the dutch are really after toilet paper toilet paper is the new twitter celebrity toiletpapier coronavirusnederland coronaoutbreak toiletpaperapocalypse,36,53
2462,"All these years, ppl looked at me like a freak for using hand sanitizer after trvling in bus/metro,washing hands aftr reaching office. 
Today, it's been set as a norm!
The spices/turmeric in our food were never only for taste, continue with'em.
Don't panic,Be Hygienic!
#Covid_19",Positive,all these years ppl looked at me like a freak for using hand sanitizer after trvling in busmetrowashing hands aftr reaching office today its been set as a norm the spicesturmeric in our food were never only for taste continue withem dont panicbe hygienic covid19,45,67
2463,"@AskTarget ""coronavirus (COVID-19) testing in select retail locations"" people can get tested in the parking lot? If found positive would a entire store have to shut down due to exposure from the guest(s). Answer at least one of my question.",Positive,coronavirus covid19 testing in select retail locations people can get tested in the parking lot if found positive would a entire store have to shut down due to exposure from the guests answer at least one of my question,39,44
2464,"Football stock prices have been falling for the last month due to #Covid_19 #CoronavirusPandemic ??

On our LinkedIn, we look at price falls over the past month ?

https://t.co/CCcWDJthm2 https://t.co/pa8AkI8D42",Negative,football stock prices have been falling for the last month due to covid19 coronaviruspandemic on our linkedin we look at price falls over the past month,26,35
2465,"At the entrance to the supermarket here in #Romania.
#CoronaOutbreak #Covid_19 #ukcoronavirus https://t.co/KtZXgEaMTr",Neutral,at the entrance to the supermarket here in romania coronaoutbreak covid19 ukcoronavirus,12,21
2466,shit i aint even worried about covid-19 anymore im worried about yall and the high rising demand for food and essentials.,Extremely Negative,shit i aint even worried about covid19 anymore im worried about yall and the high rising demand for food and essentials,21,28
2467,"Mass fear contagion taking place in #Caracas now. Long supermarket lines, hoarding of basic products, pharmacies flooded with people. Misinformation is the enemy, since these stores will still stay open during the #Covid_19 crisis. #KeepCalmAndWashYourHands",Extremely Negative,mass fear contagion taking place in caracas now long supermarket lines hoarding of basic products pharmacies flooded with people misinformation is the enemy since these stores will still stay open during the covid19 crisis keepcalmandwashyourhands,35,54
2468,COVID 19 preparedness Stock up on food toilet paper but avoid panic buying says Health Canada,Extremely Negative,covid 19 preparedness stock up on food toilet paper but avoid panic buying says health canada,16,20
2469,"China has announced its Labor Day holiday this year will last for five days, as opposed to four days in 2019 and three days in 2018. Analysts say local tourism and online shopping will dominate holiday consumption amid the #COVID-19 epidemic. https://t.co/j3cnol0HaP https://t.co/ji4zyJmb9B",Positive,china has announced its labor day holiday this year will last for five days as opposed to four days in 2019 and three days in 2018 analysts say local tourism and online shopping will dominate holiday consumption amid the covid19 epidemic,41,45
2470,"shame on all media outlets &amp; social media influencer's creating panic, well done. You deserve a medal as it has worked, we have crazy people buying loo roll, pasta and canned food which usually no one ever buys. Did you change your stock market portfolios before the #coronavirus",Negative,shame on all media outlets amp social media influencers creating panic well done you deserve a medal as it has worked we have crazy people buying loo roll pasta and canned food which usually no one ever buys did you change your stock market portfolios before the coronavirus,48,54
2471,"#Covid_19 #covid19Canada #CoronaVirusUpdate NHL season suspended, World figure skating championships in Montreal canceled, Indoor activities canceled, Pool and Library will be closed and no toilet paper in supermarket ....",Negative,covid19 covid19canada coronavirusupdate nhl season suspended world figure skating championships in montreal canceled indoor activities canceled pool and library will be closed and no toilet paper in supermarket,28,39
2472,Nigeria is Africas largest economy in regards to Gross Domestic Product but dropping oil prices and #COVID_19 threaten to expose the countrys economic vulnerabilities. https://t.co/6K77sA4HRF https://t.co/rwrxvu8b4Q,Extremely Negative,nigeria is africas largest economy in regards to gross domestic product but dropping oil prices and covid19 threaten to expose the countrys economic vulnerabilities,24,33
